timestamp,posture,decibel_level,ambient_light
2025/10/14 9:54:22,sitting,16,287
2025/10/14 9:54:32,sitting,16,285
2025/10/14 9:54:42,sitting,17,290
2025/10/14 9:54:52,sitting,17,288
2025/10/14 9:55:02,sitting,17,289
2025/10/14 9:55:12,sitting,13,282
2025/10/14 9:55:22,sitting,17,290
2025/10/14 9:55:32,sitting,17,285
2025/10/14 9:55:42,sitting,17,291
2025/10/14 9:55:52,sitting,17,289
2025/10/14 9:56:02,sitting,17,283
2025/10/14 9:56:12,sitting,15,285
2025/10/14 9:56:22,sitting,17,285
2025/10/14 9:56:32,sitting,17,285
2025/10/14 9:56:42,sitting,17,283
2025/10/14 9:56:52,sitting,17,285
2025/10/14 9:57:02,sitting,12,284
2025/10/14 9:57:12,sitting,16,289
2025/10/14 9:57:22,sitting,16,287
2025/10/14 9:57:32,sitting,16,288
2025/10/14 9:57:42,sitting,12,290
2025/10/14 9:57:52,sitting,16,287
2025/10/14 9:58:02,sitting,16,288
2025/10/14 9:58:12,sitting,16,282
2025/10/14 9:58:22,sitting,13,290
2025/10/14 9:58:32,sitting,17,285
2025/10/14 9:58:42,sitting,17,279
2025/10/14 9:58:52,sitting,17,284
2025/10/14 9:59:02,sitting,13,282
2025/10/14 9:59:12,sitting,17,290
2025/10/14 9:59:22,sitting,17,290
2025/10/14 9:59:32,sitting,19,284
2025/10/14 9:59:42,sitting,17,282
2025/10/14 9:59:52,sitting,17,283
2025/10/14 10:00:02,sitting,17,290
2025/10/14 10:00:12,sitting,17,280
2025/10/14 10:00:22,sitting,17,287
2025/10/14 10:00:32,sitting,15,283
2025/10/14 10:00:42,sitting,16,284
2025/10/14 10:00:52,sitting,16,291
2025/10/14 10:01:02,sitting,16,280
2025/10/14 10:01:12,sitting,12,288
2025/10/14 10:01:22,sitting,16,289
2025/10/14 10:01:32,sitting,16,288
2025/10/14 10:01:42,sitting,16,285
2025/10/14 10:01:52,sitting,16,282
2025/10/14 10:02:02,sitting,17,282
2025/10/14 10:02:12,sitting,14,288
2025/10/14 10:02:22,sitting,17,288
2025/10/14 10:02:32,sitting,13,290
2025/10/14 10:02:42,sitting,17,282
2025/10/14 10:02:52,sitting,17,288
2025/10/14 10:03:02,sitting,17,282
2025/10/14 10:03:12,sitting,17,285
2025/10/14 10:03:22,sitting,17,287
2025/10/14 10:03:32,sitting,11,222
2025/10/14 10:03:42,sitting,17,290
2025/10/14 10:03:52,sitting,17,289
2025/10/14 10:04:02,sitting,17,284
2025/10/14 10:04:12,sitting,10,282
2025/10/14 10:04:22,sitting,12,283
2025/10/14 10:04:32,sitting,16,290
2025/10/14 10:04:42,sitting,16,290
2025/10/14 10:04:52,sitting,16,287
2025/10/14 10:05:02,sitting,12,282
2025/10/14 10:05:12,sitting,16,288
2025/10/14 10:05:22,sitting,16,281
2025/10/14 10:05:32,sitting,16,284
2025/10/14 10:05:42,sitting,13,277
2025/10/14 10:05:52,sitting,17,282
2025/10/14 10:06:02,sitting,17,285
2025/10/14 10:06:12,sitting,17,282
2025/10/14 10:06:22,sitting,13,285
2025/10/14 10:06:32,sitting,12,289
2025/10/14 10:06:42,sitting,17,283
2025/10/14 10:06:52,sitting,19,284
2025/10/14 10:07:02,sitting,16,283
2025/10/14 10:07:12,sitting,17,282
2025/10/14 10:07:22,sitting,17,284
2025/10/14 10:07:32,sitting,15,280
2025/10/14 10:07:42,sitting,16,282
2025/10/14 10:07:52,sitting,16,288
2025/10/14 10:08:02,sitting,16,285
2025/10/14 10:08:12,sitting,15,282
2025/10/14 10:08:22,sitting,16,284
2025/10/14 10:08:32,sitting,16,284
2025/10/14 10:08:42,sitting,16,288
2025/10/14 10:08:52,sitting,16,282
2025/10/14 10:09:02,sitting,19,287
2025/10/14 10:09:12,sitting,17,285
2025/10/14 10:09:22,sitting,17,290
2025/10/14 10:09:32,sitting,17,288
2025/10/14 10:09:42,sitting,17,275
2025/10/14 10:09:52,sitting,17,282
2025/10/14 10:10:02,sitting,15,290
2025/10/14 10:10:12,sitting,14,285
2025/10/14 10:10:22,sitting,16,291
2025/10/14 10:10:32,sitting,16,289
2025/10/14 10:10:42,sitting,16,283
2025/10/14 10:10:52,sitting,17,285
2025/10/14 10:11:02,sitting,17,285
2025/10/14 10:11:12,sitting,17,285
2025/10/14 10:11:22,sitting,17,283
2025/10/14 10:11:32,sitting,17,285
2025/10/14 10:11:42,sitting,17,191
2025/10/14 10:11:52,sitting,17,289
2025/10/14 10:12:02,sitting,15,287
2025/10/14 10:12:12,sitting,16,288
2025/10/14 10:12:22,sitting,19,290
2025/10/14 10:12:32,sitting,16,287
2025/10/14 10:12:42,sitting,12,288
2025/10/14 10:12:52,sitting,17,282
2025/10/14 10:13:02,sitting,17,290
2025/10/14 10:13:12,sitting,17,285
2025/10/14 10:13:22,sitting,17,282
2025/10/14 10:13:32,sitting,15,284
2025/10/14 10:13:42,sitting,16,282
2025/10/14 10:13:52,sitting,16,290
2025/10/14 10:14:02,sitting,16,290
2025/10/14 10:14:12,sitting,12,284
2025/10/14 10:14:22,sitting,16,282
2025/10/14 10:14:32,sitting,16,283
2025/10/14 10:14:42,sitting,16,290
2025/10/14 10:14:52,sitting,16,280
2025/10/14 10:15:02,sitting,17,287
2025/10/14 10:15:12,sitting,17,283
2025/10/14 10:15:22,sitting,17,284
2025/10/14 10:15:32,sitting,13,291
2025/10/14 10:15:42,sitting,17,280
2025/10/14 10:15:52,sitting,17,288
2025/10/14 10:16:02,sitting,17,289
2025/10/14 10:16:12,sitting,17,288
2025/10/14 10:16:22,sitting,17,275
2025/10/14 10:16:32,sitting,15,282
2025/10/14 10:16:42,sitting,17,282
2025/10/14 10:16:52,sitting,17,288
2025/10/14 10:17:02,sitting,17,288
2025/10/14 10:17:12,sitting,17,279
2025/10/14 10:17:22,sitting,12,293
2025/10/14 10:17:32,sitting,16,288
2025/10/14 10:17:42,sitting,16,282
2025/10/14 10:17:52,sitting,16,285
2025/10/14 10:18:02,sitting,12,287
2025/10/14 10:18:12,sitting,16,222
2025/10/14 10:18:22,sitting,16,290
2025/10/14 10:18:32,sitting,16,289
2025/10/14 10:18:42,sitting,13,287
2025/10/14 10:18:52,sitting,17,282
2025/10/14 10:19:02,sitting,17,283
2025/10/14 10:19:12,sitting,17,290
2025/10/14 10:19:22,sitting,13,290
2025/10/14 10:19:32,sitting,17,287
2025/10/14 10:19:42,sitting,17,282
2025/10/14 10:19:52,sitting,19,288
2025/10/14 10:20:02,sitting,16,281
2025/10/14 10:20:12,sitting,17,284
2025/10/14 10:20:22,sitting,17,287
2025/10/14 10:20:32,sitting,15,282
2025/10/14 10:20:42,sitting,14,285
2025/10/14 10:20:52,sitting,16,282
2025/10/14 10:21:02,sitting,16,285
2025/10/14 10:21:12,sitting,15,289
2025/10/14 10:21:22,sitting,16,283
2025/10/14 10:21:32,sitting,16,284
2025/10/14 10:21:42,sitting,16,288
2025/10/14 10:21:52,sitting,16,283
2025/10/14 10:22:02,sitting,19,282
2025/10/14 10:22:12,sitting,17,278
2025/10/14 10:22:22,sitting,17,289
2025/10/14 10:22:32,sitting,17,288
2025/10/14 10:22:42,sitting,17,282
2025/10/14 10:22:52,sitting,13,284
2025/10/14 10:23:02,sitting,15,287
2025/10/14 10:23:12,sitting,14,285
2025/10/14 10:23:22,sitting,16,284
2025/10/14 10:23:32,sitting,16,283
2025/10/14 10:23:42,sitting,12,287
2025/10/14 10:23:52,sitting,13,283
2025/10/14 10:24:02,sitting,13,282
2025/10/14 10:24:12,sitting,17,276
2025/10/14 10:24:22,sitting,12,294
2025/10/14 10:24:32,sitting,13,287
2025/10/14 10:24:42,sitting,17,252
2025/10/14 10:24:52,sitting,17,283
2025/10/14 10:25:02,sitting,15,288
2025/10/14 10:25:12,sitting,16,289
2025/10/14 10:25:22,sitting,19,285
2025/10/14 10:25:32,sitting,16,284
2025/10/14 10:25:42,sitting,12,283
2025/10/14 10:25:52,sitting,17,285
2025/10/14 10:26:02,sitting,17,287
2025/10/14 10:26:12,sitting,17,275
2025/10/14 10:26:22,sitting,12,282
2025/10/14 10:26:32,sitting,13,282
2025/10/14 10:26:42,sitting,15,283
2025/10/14 10:26:52,sitting,14,287
2025/10/14 10:27:02,sitting,16,282
2025/10/14 10:27:12,sitting,16,289
2025/10/14 10:27:22,sitting,12,225
2025/10/14 10:27:32,sitting,13,282
2025/10/14 10:27:42,sitting,13,282
2025/10/14 10:27:52,sitting,17,282
2025/10/14 10:28:02,sitting,12,282
2025/10/14 10:28:12,sitting,14,284
2025/10/14 10:28:22,sitting,17,283
2025/10/14 10:28:32,sitting,17,281
2025/10/14 10:28:42,sitting,17,282
2025/10/14 10:28:52,sitting,16,279
2025/10/14 10:29:02,sitting,19,225
2025/10/14 10:29:12,sitting,16,282
2025/10/14 10:29:22,sitting,12,290
2025/10/14 10:29:32,sitting,13,281
2025/10/14 10:29:42,sitting,12,282
2025/10/14 10:29:52,sitting,17,289
2025/10/14 10:30:02,sitting,17,285
2025/10/14 10:30:12,sitting,17,284
2025/10/14 10:30:22,sitting,17,286
2025/10/14 10:30:32,sitting,15,284
2025/10/14 10:30:42,sitting,17,293
2025/10/14 10:30:52,sitting,17,289
2025/10/14 10:31:02,sitting,17,282
2025/10/14 10:31:12,sitting,17,287
2025/10/14 10:31:22,sitting,12,285
2025/10/14 10:31:32,sitting,16,282
2025/10/14 10:31:42,sitting,16,284
2025/10/14 10:31:52,sitting,16,287
2025/10/14 10:32:02,sitting,12,289
2025/10/14 10:32:12,sitting,16,283
2025/10/14 10:32:22,sitting,16,282
2025/10/14 10:32:32,sitting,16,291
2025/10/14 10:32:42,sitting,13,280
2025/10/14 10:32:52,sitting,17,282
2025/10/14 10:33:02,sitting,17,288
2025/10/14 10:33:12,sitting,17,285
2025/10/14 10:33:22,sitting,13,282
2025/10/14 10:33:32,sitting,17,284
2025/10/14 10:33:42,sitting,17,284
2025/10/14 10:33:52,sitting,19,288
2025/10/14 10:34:02,sitting,16,282
2025/10/14 10:34:12,sitting,17,287
2025/10/14 10:34:22,sitting,17,285
2025/10/14 10:34:32,sitting,15,290
2025/10/14 10:34:42,sitting,14,288
2025/10/14 10:34:52,sitting,16,289
2025/10/14 10:35:02,sitting,16,282
2025/10/14 10:35:12,sitting,15,290
2025/10/14 10:35:22,sitting,16,285
2025/10/14 10:35:32,sitting,16,291
2025/10/14 10:35:42,sitting,16,289
2025/10/14 10:35:52,sitting,16,283
2025/10/14 10:36:02,sitting,19,285
2025/10/14 10:36:12,sitting,17,285
2025/10/14 10:36:22,sitting,17,285
2025/10/14 10:36:32,sitting,17,283
2025/10/14 10:36:42,sitting,17,285
2025/10/14 10:36:52,sitting,13,284
2025/10/14 10:37:02,sitting,15,289
2025/10/14 10:37:12,sitting,14,287
2025/10/14 10:37:22,sitting,16,288
2025/10/14 10:37:32,sitting,16,290
2025/10/14 10:37:42,sitting,12,287
2025/10/14 10:37:52,sitting,13,288
2025/10/14 10:38:02,sitting,13,282
2025/10/14 10:38:12,sitting,17,290
2025/10/14 10:38:22,sitting,12,285
2025/10/14 10:38:32,sitting,13,299
2025/10/14 10:38:42,sitting,17,284
2025/10/14 10:38:52,sitting,17,282
2025/10/14 10:39:02,sitting,15,290
2025/10/14 10:39:12,sitting,16,290
2025/10/14 10:39:22,sitting,13,284
2025/10/14 10:39:32,sitting,16,282
2025/10/14 10:39:42,sitting,12,283
2025/10/14 10:39:52,sitting,13,290
2025/10/14 10:40:02,sitting,13,280
2025/10/14 10:40:12,sitting,13,287
2025/10/14 10:40:22,sitting,12,283
2025/10/14 10:40:32,sitting,13,284
2025/10/14 10:40:42,sitting,13,291
2025/10/14 10:40:52,sitting,14,280
2025/10/14 10:41:02,sitting,16,288
2025/10/14 10:41:12,sitting,16,289
2025/10/14 10:41:22,sitting,12,288
2025/10/14 10:41:32,sitting,13,285
2025/10/14 10:41:42,sitting,13,282
2025/10/14 10:41:52,sitting,13,282
2025/10/14 10:42:02,sitting,12,288
2025/10/14 10:42:12,sitting,13,288
2025/10/14 10:42:22,sitting,13,290
2025/10/14 10:42:32,sitting,13,282
2025/10/14 10:42:42,sitting,15,248
2025/10/14 10:42:52,sitting,12,282
2025/10/14 10:43:02,sitting,13,285
2025/10/14 10:43:12,sitting,12,287
2025/10/14 10:43:22,sitting,12,222
2025/10/14 10:43:32,sitting,14,290
2025/10/14 10:43:42,sitting,12,289
2025/10/14 10:43:52,sitting,13,284
2025/10/14 10:44:02,sitting,12,282
2025/10/14 10:44:12,sitting,17,283
2025/10/14 10:44:22,sitting,13,290
2025/10/14 10:44:32,sitting,12,284
2025/10/14 10:44:42,sitting,16,287
2025/10/14 10:44:52,sitting,15,282
2025/10/14 10:45:02,sitting,17,288
2025/10/14 10:45:12,sitting,17,248
2025/10/14 10:45:22,sitting,17,284
2025/10/14 10:45:32,sitting,12,277
2025/10/14 10:45:42,sitting,12,282
2025/10/14 10:45:52,sitting,16,276
2025/10/14 10:46:02,sitting,16,282
2025/10/14 10:46:12,sitting,16,295
2025/10/14 10:46:22,sitting,12,289
2025/10/14 10:46:32,sitting,16,283
2025/10/14 10:46:42,sitting,16,284
2025/10/14 10:46:52,sitting,16,283
2025/10/14 10:47:02,sitting,13,288
2025/10/14 10:47:12,sitting,17,289
2025/10/14 10:47:22,sitting,17,285
2025/10/14 10:47:32,sitting,17,284
2025/10/14 10:47:42,sitting,13,283
2025/10/14 10:47:52,sitting,17,285
2025/10/14 10:48:02,sitting,17,287
2025/10/14 10:48:12,sitting,19,275
2025/10/14 10:48:22,sitting,16,282
2025/10/14 10:48:32,sitting,17,282
2025/10/14 10:48:42,sitting,17,283
2025/10/14 10:48:52,sitting,15,287
2025/10/14 10:49:02,sitting,14,294
2025/10/14 10:49:12,sitting,16,289
2025/10/14 10:49:22,sitting,16,225
2025/10/14 10:49:32,sitting,15,282
2025/10/14 10:49:42,sitting,16,282
2025/10/14 10:49:52,sitting,16,282
2025/10/14 10:50:02,sitting,16,282
2025/10/14 10:50:12,sitting,16,284
2025/10/14 10:50:22,sitting,19,283
2025/10/14 10:50:32,sitting,17,281
2025/10/14 10:50:42,sitting,17,282
2025/10/14 10:50:52,sitting,17,279
2025/10/14 10:51:02,sitting,17,225
2025/10/14 10:51:12,sitting,13,282
2025/10/14 10:51:22,sitting,15,256
2025/10/14 10:51:32,sitting,14,281
2025/10/14 10:51:42,sitting,16,282
2025/10/14 10:51:52,sitting,16,289
2025/10/14 10:52:02,sitting,12,285
2025/10/14 10:52:12,sitting,13,284
2025/10/14 10:52:22,lying,13,286
2025/10/14 10:52:32,lying,17,284
2025/10/14 10:52:42,lying,12,293
2025/10/14 10:52:52,lying,13,289
2025/10/14 10:53:02,lying,17,282
2025/10/14 10:53:12,lying,17,287
2025/10/14 10:53:22,lying,15,285
2025/10/14 10:53:32,lying,16,282
2025/10/14 10:53:42,lying,13,284
2025/10/14 10:53:52,lying,16,287
2025/10/14 10:54:02,lying,12,289
2025/10/14 10:54:12,lying,13,283
2025/10/14 10:54:22,lying,13,282
2025/10/14 10:54:32,lying,13,291
2025/10/14 10:54:42,lying,12,280
2025/10/14 10:54:52,lying,13,282
2025/10/14 10:55:02,unknown,13,288
2025/10/14 10:55:12,lying,14,285
2025/10/14 10:55:22,lying,16,282
2025/10/14 10:55:32,sitting,16,284
2025/10/14 10:55:42,lying,14,284
2025/10/14 10:55:52,lying,13,288
2025/10/14 10:56:02,lying,13,286
2025/10/14 10:56:12,lying,13,287
2025/10/14 10:56:22,lying,12,285
2025/10/14 10:56:32,lying,13,290
2025/10/14 10:56:42,lying,13,288
2025/10/14 10:56:52,lying,16,289
2025/10/14 10:57:02,lying,15,282
2025/10/14 10:57:12,unknown,12,290
2025/10/14 10:57:22,unknown,13,285
2025/10/14 10:57:32,unknown,12,291
2025/10/14 10:57:42,lying,15,289
2025/10/14 10:57:52,lying,15,283
2025/10/14 10:58:02,lying,14,285
2025/10/14 10:58:12,lying,12,285
2025/10/14 10:58:22,lying,15,285
2025/10/14 10:58:32,lying,15,283
2025/10/14 10:58:42,lying,11,285
2025/10/14 10:58:52,lying,14,284
2025/10/14 10:59:02,lying,12,289
2025/10/14 10:59:12,lying,14,287
2025/10/14 10:59:22,lying,15,294
2025/10/14 10:59:32,lying,15,290
2025/10/14 10:59:42,sitting,14,287
2025/10/14 10:59:52,sitting,14,288
2025/10/14 11:00:02,sitting,14,282
2025/10/14 11:00:12,sitting,14,290
2025/10/14 11:00:22,sitting,15,285
2025/10/14 11:00:32,sitting,15,299
2025/10/14 11:00:42,sitting,14,284
2025/10/14 11:00:52,sitting,16,282
2025/10/14 11:01:02,sitting,16,290
2025/10/14 11:01:12,sitting,15,290
2025/10/14 11:01:22,sitting,16,284
2025/10/14 11:01:32,sitting,16,282
2025/10/14 11:01:42,sitting,17,283
2025/10/14 11:01:52,sitting,19,290
2025/10/14 11:02:02,sitting,17,280
2025/10/14 11:02:12,sitting,14,287
2025/10/14 11:02:22,sitting,16,283
2025/10/14 11:02:32,sitting,16,284
2025/10/14 11:02:42,standing,15,691
2025/10/14 11:02:52,standing,16,680
2025/10/14 11:03:02,standing,16,695
2025/10/14 11:03:12,standing,16,689
2025/10/14 11:03:22,standing,16,688
2025/10/14 11:03:32,standing,17,685
2025/10/14 11:03:42,standing,17,686
2025/10/14 11:03:52,standing,15,686
2025/10/14 11:04:02,standing,14,688
2025/10/14 11:04:12,standing,16,688
2025/10/14 11:04:22,standing,16,690
2025/10/14 11:04:32,standing,15,686
2025/10/14 11:04:42,standing,13,648
2025/10/14 11:04:52,unknown,12,682
2025/10/14 11:05:02,unknown,12,685
2025/10/14 11:05:12,unknown,17,687
2025/10/14 11:05:22,unknown,17,666
2025/10/14 11:05:32,unknown,17,690
2025/10/14 11:05:42,unknown,17,689
2025/10/14 11:05:52,unknown,17,684
2025/10/14 11:06:02,unknown,15,686
2025/10/14 11:06:12,unknown,16,683
2025/10/14 11:06:22,unknown,16,690
2025/10/14 11:06:32,unknown,16,682
2025/10/14 11:06:42,unknown,12,687
2025/10/14 11:06:52,unknown,16,686
2025/10/14 11:07:02,unknown,16,688
2025/10/14 11:07:12,unknown,16,648
2025/10/14 11:07:22,unknown,16,684
2025/10/14 11:07:32,unknown,17,677
2025/10/14 11:07:42,unknown,14,682
2025/10/14 11:07:52,unknown,17,676
2025/10/14 11:08:02,unknown,13,686
2025/10/14 11:08:12,unknown,17,695
2025/10/14 11:08:22,unknown,17,689
2025/10/14 11:08:32,unknown,17,683
2025/10/14 11:08:42,unknown,17,679
2025/10/14 11:08:52,unknown,17,681
2025/10/14 11:09:02,unknown,11,680
2025/10/14 11:09:12,unknown,17,695
2025/10/14 11:09:22,unknown,17,689
2025/10/14 11:09:32,unknown,17,688
2025/10/14 11:09:42,unknown,10,685
2025/10/14 11:09:52,unknown,12,686
2025/10/14 11:10:02,unknown,16,686
2025/10/14 11:10:12,unknown,16,682
2025/10/14 11:10:22,unknown,16,688
2025/10/14 11:10:32,unknown,12,690
2025/10/14 11:10:42,unknown,16,686
2025/10/14 11:10:52,unknown,16,648
2025/10/14 11:11:02,standing,16,682
2025/10/14 11:11:12,unknown,13,685
2025/10/14 11:11:22,unknown,17,683
2025/10/14 11:11:32,unknown,17,666
2025/10/14 11:11:42,unknown,17,690
2025/10/14 11:11:52,standing,13,689
2025/10/14 11:12:02,standing,12,684
2025/10/14 11:12:12,standing,17,686
2025/10/14 11:12:22,standing,19,683
2025/10/14 11:12:32,standing,16,690
2025/10/14 11:12:42,standing,17,682
2025/10/14 11:12:52,standing,17,687
2025/10/14 11:13:02,standing,15,686
2025/10/14 11:13:12,sitting,16,681
2025/10/14 11:13:22,sitting,16,648
2025/10/14 11:13:32,sitting,16,684
2025/10/14 11:13:42,sitting,15,682
2025/10/14 11:13:52,sitting,16,682
2025/10/14 11:14:02,sitting,16,676
2025/10/14 11:14:12,sitting,16,686
2025/10/14 11:14:22,unknown,16,695
2025/10/14 11:14:32,unknown,19,671
2025/10/14 11:14:42,sitting,17,683
2025/10/14 11:14:52,sitting,17,691
2025/10/14 11:15:02,sitting,17,681
2025/10/14 11:15:12,sitting,17,687
2025/10/14 11:15:22,sitting,17,683
2025/10/14 11:15:32,standing,15,684
2025/10/14 11:15:42,standing,14,714
2025/10/14 11:15:52,standing,16,789
2025/10/14 11:16:02,standing,16,791
2025/10/14 11:16:12,standing,16,780
2025/10/14 11:16:22,standing,17,795
2025/10/14 11:16:32,standing,17,789
2025/10/14 11:16:42,standing,17,788
2025/10/14 11:16:52,standing,17,785
2025/10/14 11:17:02,standing,17,787
2025/10/14 11:17:12,standing,17,787
2025/10/14 11:17:22,standing,44,788
2025/10/14 11:17:32,standing,53,788
2025/10/14 11:17:42,sitting,41,790
2025/10/14 11:17:52,standing,54,787
2025/10/14 11:18:02,standing,57,748
2025/10/14 11:18:12,standing,41,786
2025/10/14 11:18:22,standing,51,785
2025/10/14 11:18:32,standing,48,787
2025/10/14 11:18:42,standing,47,777
2025/10/14 11:18:52,standing,46,790
2025/10/14 11:19:02,standing,45,789
2025/10/14 11:19:12,standing,49,784
2025/10/14 11:19:22,standing,56,787
2025/10/14 11:19:32,standing,43,783
2025/10/14 11:19:42,standing,57,790
2025/10/14 11:19:52,standing,60,782
2025/10/14 11:20:02,standing,59,787
2025/10/14 11:20:12,standing,52,787
2025/10/14 11:20:22,standing,43,788
2025/10/14 11:20:32,standing,40,748
2025/10/14 11:20:42,standing,41,784
2025/10/14 11:20:52,standing,51,777
2025/10/14 11:21:02,standing,55,782
2025/10/14 11:21:12,standing,48,776
2025/10/14 11:21:22,unknown,56,787
2025/10/14 11:21:32,standing,52,795
2025/10/14 11:21:42,standing,50,789
2025/10/14 11:21:52,standing,41,786
2025/10/14 11:22:02,standing,48,779
2025/10/14 11:22:12,standing,47,786
2025/10/14 11:22:22,standing,60,780
2025/10/14 11:22:32,standing,60,795
2025/10/14 11:22:42,standing,59,789
2025/10/14 11:22:52,standing,53,788
2025/10/14 11:23:02,standing,58,785
2025/10/14 11:23:12,standing,54,787
2025/10/14 11:23:22,standing,57,787
2025/10/14 11:23:32,standing,47,786
2025/10/14 11:23:42,standing,60,788
2025/10/14 11:23:52,sitting,58,790
2025/10/14 11:24:02,standing,45,787
2025/10/14 11:24:12,standing,50,748
2025/10/14 11:24:22,standing,40,782
2025/10/14 11:24:32,standing,46,785
2025/10/14 11:24:42,standing,44,783
2025/10/14 11:24:52,standing,55,777
2025/10/14 11:25:02,standing,42,790
2025/10/14 11:25:12,standing,54,789
2025/10/14 11:25:22,standing,49,786
2025/10/14 11:25:32,standing,58,787
2025/10/14 11:25:42,standing,45,783
2025/10/14 11:25:52,standing,59,790
2025/10/14 11:26:02,standing,53,782
2025/10/14 11:26:12,standing,42,787
2025/10/14 11:26:22,standing,56,787
2025/10/14 11:26:32,standing,56,781
2025/10/14 11:26:42,standing,42,746
2025/10/14 11:26:52,standing,60,784
2025/10/14 11:27:02,standing,45,782
2025/10/14 11:27:12,standing,50,782
2025/10/14 11:27:22,standing,41,777
2025/10/14 11:27:32,unknown,44,787
2025/10/14 11:27:42,standing,51,795
2025/10/14 11:27:52,standing,60,771
2025/10/14 11:28:02,standing,58,783
2025/10/14 11:28:12,standing,57,796
2025/10/14 11:28:22,standing,53,788
2025/10/14 11:28:32,standing,45,787
2025/10/14 11:28:42,standing,47,787
2025/10/14 11:28:52,standing,40,783
2025/10/14 11:29:02,standing,44,790
2025/10/14 11:29:12,standing,58,782
2025/10/14 11:29:22,standing,40,787
2025/10/14 11:29:32,standing,57,787
2025/10/14 11:29:42,standing,55,781
2025/10/14 11:29:52,standing,42,742
2025/10/14 11:30:02,sitting,44,784
2025/10/14 11:30:12,standing,44,782
2025/10/14 11:30:22,standing,40,782
2025/10/14 11:30:32,standing,49,777
2025/10/14 11:30:42,standing,59,797
2025/10/14 11:30:52,standing,49,795
2025/10/14 11:31:02,standing,48,776
2025/10/14 11:31:12,standing,46,793
2025/10/14 11:31:22,standing,43,796
2025/10/14 11:31:32,standing,45,791
2025/10/14 11:31:42,standing,47,792
2025/10/14 11:31:52,standing,51,797
2025/10/14 11:32:02,standing,44,793
2025/10/14 11:32:12,standing,47,780
2025/10/14 11:32:22,standing,41,792
2025/10/14 11:32:32,standing,51,797
2025/10/14 11:32:42,standing,59,797
2025/10/14 11:32:52,standing,49,791
2025/10/14 11:33:02,standing,43,746
2025/10/14 11:33:12,standing,51,794
2025/10/14 11:33:22,standing,54,792
2025/10/14 11:33:32,standing,41,792
2025/10/14 11:33:42,unknown,59,777
2025/10/14 11:33:52,standing,58,797
2025/10/14 11:34:02,standing,56,795
2025/10/14 11:34:12,standing,47,771
2025/10/14 11:34:22,standing,42,793
2025/10/14 11:34:32,standing,56,796
2025/10/14 11:34:42,standing,41,799
2025/10/14 11:34:52,standing,56,893
2025/10/14 11:35:02,standing,50,898
2025/10/14 11:35:12,standing,52,835
2025/10/14 11:35:22,standing,56,890
2025/10/14 11:35:32,standing,55,882
2025/10/14 11:35:42,standing,50,888
2025/10/14 11:35:52,standing,52,827
2025/10/14 11:36:02,standing,56,881
2025/10/14 11:36:12,sitting,49,847
2025/10/14 11:36:22,standing,40,884
2025/10/14 11:36:32,standing,52,882
2025/10/14 11:36:42,standing,56,882
2025/10/14 11:36:52,standing,54,828
2025/10/14 11:37:02,standing,57,859
2025/10/14 11:37:12,standing,60,895
2025/10/14 11:37:22,standing,42,849
2025/10/14 11:37:32,standing,51,868
2025/10/14 11:37:42,standing,50,896
2025/10/14 11:37:52,standing,48,881
2025/10/14 11:38:02,standing,51,882
2025/10/14 11:38:12,standing,55,881
2025/10/14 11:38:22,standing,50,847
2025/10/14 11:38:32,standing,45,884
2025/10/14 11:38:42,standing,51,882
2025/10/14 11:38:52,standing,51,882
2025/10/14 11:39:02,standing,59,847
2025/10/14 11:39:12,standing,56,884
2025/10/14 11:39:22,standing,49,882
2025/10/14 11:39:32,standing,47,882
2025/10/14 11:39:42,standing,41,826
2025/10/14 11:39:52,unknown,50,859
2025/10/14 11:40:02,standing,45,895
2025/10/14 11:40:12,standing,40,849
2025/10/14 11:40:22,standing,53,868
2025/10/14 11:40:32,standing,55,896
2025/10/14 11:40:42,standing,59,881
2025/10/14 11:40:52,standing,58,882
2025/10/14 11:41:02,standing,59,881
2025/10/14 11:41:12,standing,49,847
2025/10/14 11:41:22,standing,42,884
2025/10/14 11:41:32,standing,50,882
2025/10/14 11:41:42,standing,53,882
2025/10/14 11:41:52,standing,48,828
2025/10/14 11:42:02,standing,47,859
2025/10/14 11:42:12,standing,53,895
2025/10/14 11:42:22,sitting,56,842
2025/10/14 11:42:32,standing,49,868
2025/10/14 11:42:42,standing,60,896
2025/10/14 11:42:52,standing,40,881
2025/10/14 11:43:02,standing,56,882
2025/10/14 11:43:12,standing,53,832
2025/10/14 11:43:22,standing,60,826
2025/10/14 11:43:32,standing,54,829
2025/10/14 11:43:42,standing,50,847
2025/10/14 11:43:52,standing,59,884
2025/10/14 11:44:02,standing,46,882
2025/10/14 11:44:12,standing,53,882
2025/10/14 11:44:22,standing,57,828
2025/10/14 11:44:32,standing,56,859
2025/10/14 11:44:42,standing,53,895
2025/10/14 11:44:52,standing,47,842
2025/10/14 11:45:02,standing,51,868
2025/10/14 11:45:12,standing,47,896
2025/10/14 11:45:22,standing,44,847
2025/10/14 11:45:32,standing,54,884
2025/10/14 11:45:42,standing,44,882
2025/10/14 11:45:52,standing,42,882
2025/10/14 11:46:02,unknown,53,849
2025/10/14 11:46:12,standing,50,859
2025/10/14 11:46:22,standing,49,895
2025/10/14 11:46:32,standing,59,842
2025/10/14 11:46:42,standing,60,842
2025/10/14 11:46:52,standing,42,896
2025/10/14 11:47:02,standing,40,881
